TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud,ExpenditureCurrency,GiftsCurrency,TransactionDatetime,TransactionCurrency
16434,517,27,Female,Professional,Bachelor,Married,1,84965.02,89223.67,5852.04,2023-12-29,18:46:00,590.97,M006,Purchase,Sydney,Mobile,-20.917574,142.702789,robert87@gmail.com,True,19,0,AED,AUD,2023-12-29 18:46:00,AED
4372,4200,46,Female,Professional,Master,Single,2,117211.83,85588.84,1425.59,2023-02-09,15:54:54,65.85,M006,Purchase,Melbourne,Desktop,-31.840233,145.612793,susan75@gmail.com,False,49,0,AUD,GBP,2023-02-09 15:54:54,AUD
3497,3362,34,Male,Student,High School,Single,4,80334.77,35611.5,1016.71,2023-10-20,13:09:52,33.0,M002,Purchase,Canberra,Mobile,-37.0201,144.9646,wgreen@gmail.com,False,54,0,AUD,GBP,2023-10-20 13:09:52,AUD
11119,1070,30,Female,Professional,High School,Married,0,27115.84,17752.15,3514.91,2023-03-11,04:54:00,135.32,M002,Purchase,Brisbane,Mobile,-37.0201,144.9646,cunninghamphillip@tempmail.com,False,103,1,AUD,GBP,2023-03-11 04:54:00,AUD
13082,2210,21,Male,Professional,High School,Married,2,55242.08,18470.39,1782.61,2023-11-18,11:28:00,254.84,M006,Purchase,Sydney,Mobile,-37.0201,144.9646,ntran@gmail.com,False,72,0,AUD,GBP,2023-11-18 11:28:00,AUD
1407,3646,40,Male,Student,Bachelor,Married,3,71515.01,28031.18,13206.12,2023-02-01,23:05:31,1395.22,M001,Withdrawal,Perth,Desktop,-25.042261,117.793221,franksmith@gmail.com,False,103,1,AUD,GBP,2023-02-01 23:05:31,AUD
16816,589,33,Female,Professional,High School,Single,3,58836.07,90167.23,1482.57,2023-12-18,04:54:35,457.22,M007,Transfer,Melbourne,Desktop,-19.491411,132.550964,erica87@gmail.com,False,25,0,AED,AUD,2023-12-18 04:54:35,AED
15953,966,34,Female,Professional,Bachelor,Married,4,63936.76,66872.83,1544.16,2023-12-28,14:19:45,340.08,M005,Purchase,Darwin,Mobile,-20.917574,142.702789,housekelli@tempmail.com,False,113,0,AED,AUD,2023-12-28 14:19:45,AED
693,1102,46,Male,Student,Bachelor,Single,3,80144.44,61069.72,780.28,2023-04-02,22:44:17,71.84,M006,Transfer,Hobart,Tablet,-25.042261,117.793221,kimberly64@outlook.com,True,68,0,AUD,GBP,2023-04-02 22:44:17,AUD
4222,284,23,Female,Retired,Bachelor,Married,0,68361.2,29865.58,2649.85,2023-08-25,11:12:09,330.18,M001,Withdrawal,Brisbane,Mobile,-31.840233,145.612793,copelandsandra@gmail.com,False,4,1,AUD,GBP,2023-08-25 11:12:09,AUD
14727,3269,37,Male,Professional,Bachelor,Single,2,50027.58,44256.61,7340.27,2023-12-06,16:45:19,49.57,M003,Withdrawal,Perth,Mobile,-20.917574,142.702789,zbraun@disposable.com,True,118,1,AED,AUD,2023-12-06 16:45:19,AED
261,1936,36,Male,Professional,Bachelor,Married,1,47030.5,23131.81,3137.07,2023-11-20,23:59:59,97.36,M002,Purchase,Adelaide,Mobile,-31.840233,145.612793,andrewwang@yahoo.com,True,35,0,AUD,GBP,2023-11-20 23:59:59,AUD
3626,1893,44,Male,Student,Master,Single,0,39958.79,29785.11,372.15,2023-08-29,09:53:10,258.47,M002,Payment,Melbourne,Mobile,-37.0201,144.9646,ronaldlittle@gmail.com,True,70,0,AUD,GBP,2023-08-29 09:53:10,AUD
445,2241,31,Female,Student,Bachelor,Single,1,82537.38,46863.31,11031.73,2023-12-26,02:18:20,252.0,M002,Transfer,Adelaide City,Mobile,-30.000233,136.209152,jesus78@outlook.com,False,56,1,AUD,GBP,2023-12-26 02:18:20,AUD
6752,3597,47,Male,Professional,Bachelor,Single,0,34432.7,13942.74,138.92,2023-08-07,18:17:30,731.99,M006,Transfer,Brisbane,Mobile,-30.000233,136.209152,johnbrown@gmail.com,False,13,0,AUD,GBP,2023-08-07 18:17:30,AUD
3555,136,32,Male,Professional,High School,Single,0,79866.39,50556.56,567.92,2023-12-12,17:27:19,74.96,M004,Purchase,Hobart,Mobile,-31.840233,145.612793,thampton@gmail.com,False,42,0,AUD,GBP,2023-12-12 17:27:19,AUD
15137,233,31,Female,Retired,Bachelor,Single,1,97106.21,115117.93,3399.0,2023-08-26,03:26:59,23.96,M005,Purchase,Adelaide,Tablet,-31.840233,145.612793,annayoung@outlook.com,False,58,1,AED,AUD,2023-08-26 03:26:59,AED
13619,370,40,Male,Unemployed,PhD,Married,2,35457.03,18725.39,4793.62,2023-05-10,14:27:07,62.23,M001,Withdrawal,Adelaide,Mobile,-31.840233,145.612793,zhowell@gmail.com,False,91,1,AUD,GBP,2023-05-10 14:27:07,AUD
2526,1213,32,Female,Unemployed,Master,Single,0,70224.31,39306.09,5514.96,2023-06-11,00:33:33,15.3,M004,Purchase,Perth,Mobile,-20.917574,142.702789,fdillon@tempmail.com,False,92,1,AUD,GBP,2023-06-11 00:33:33,AUD
16656,2818,21,Male,Professional,PhD,Married,0,77381.56,121609.04,336.78,2023-10-31,23:12:15,212.33,M004,Transfer,Adelaide,Mobile,-31.840233,145.612793,fwalker@yahoo.com,True,85,0,AED,AUD,2023-10-31 23:12:15,AED
1168,1461,34,Male,Professional,High School,Married,0,35780.32,17060.33,1890.12,2023-10-31,11:55:44,176.31,M001,Purchase,Brisbane,Mobile,-37.0201,144.9646,yayers@disposable.com,True,97,0,AUD,GBP,2023-10-31 11:55:44,AUD
4144,2128,31,Male,Student,Bachelor,Divorced,2,31991.79,23654.39,1141.82,2023-11-13,23:59:59,17.95,M002,Purchase,Hobart,Tablet,-31.840233,145.612793,fernandezmichelle@gmail.com,False,76,0,AUD,GBP,2023-11-13 23:59:59,AUD
3149,1486,50,Male,Student,Bachelor,Single,3,114144.43,46779.71,3814.15,2023-10-23,05:45:40,198.63,M006,Purchase,Hobart,Tablet,-37.0201,144.9646,fscott@tempmail.com,False,23,1,AUD,GBP,2023-10-23 05:45:40,AUD
14463,50,42,Female,Professional,Bachelor,Married,0,160589.29,107253.6,7338.51,2023-09-03,23:59:59,50.71,M008,Transfer,Hobart,Desktop,-31.840233,145.612793,osmith@outlook.com,False,87,0,AUD,GBP,2023-09-03 23:59:59,AUD
17890,3263,40,Male,Retired,Master,Single,4,149790.18,197228.27,18674.73,2023-02-01,11:05:48,848.81,M003,Transfer,Darwin,Mobile,-37.0201,144.9646,josemontoya@disposable.com,False,67,0,AED,AUD,2023-02-01 11:05:48,AED
1467,1746,26,Male,Student,Bachelor,Single,3,78554.57,54932.52,2517.68,2023-11-03,05:34:05,19.6,M003,Transfer,Sydney,Mobile,-37.0201,144.9646,travishines@outlook.com,False,10,1,AUD,GBP,2023-11-03 05:34:05,AUD
15015,2333,37,Female,Professional,High School,Single,2,159837.02,131686.89,7351.45,2023-12-17,18:56:01,370.94,M007,Payment,Perth,Desktop,-31.840233,145.612793,anichols@outlook.com,False,104,0,AED,AUD,2023-12-17 18:56:01,AED
452,693,46,Female,Professional,Master,Single,4,71980.98,50615.06,9278.71,2023-11-09,23:59:59,356.29,M005,Payment,Hobart,Mobile,-25.042261,117.793221,luis56@outlook.com,True,25,0,AUD,GBP,2023-11-09 23:59:59,AUD
4137,530,46,Male,Unemployed,High School,Married,0,146494.0,71633.35,1587.49,2023-06-11,19:21:05,1078.72,M006,Purchase,Darwin,Desktop,-20.917574,142.702789,betty35@tempmail.com,False,24,0,AUD,GBP,2023-06-11 19:21:05,AUD
15101,1782,54,Male,Professional,High School,Divorced,4,84498.96,133025.24,33215.1,2023-04-16,14:14:19,661.36,M002,Transfer,Canberra,Desktop,-25.042261,117.793221,mcknightdanielle@gmail.com,True,91,0,AED,AUD,2023-04-16 14:14:19,AED
12122,4820,23,Male,Retired,Master,Married,4,104389.56,62009.81,5501.78,2023-04-13,06:33:05,101.06,M003,Purchase,Canberra,Mobile,-25.042261,117.793221,marc62@gmail.com,False,27,0,AUD,GBP,2023-04-13 06:33:05,AUD
11799,1391,31,Female,Retired,High School,Married,2,107635.54,46062.73,4227.35,2023-08-01,05:45:06,266.19,M005,Purchase,Adelaide,Mobile,-31.840233,145.612793,qrodriguez@tempmail.com,False,47,1,AUD,GBP,2023-08-01 05:45:06,AUD
402,4392,35,Female,Professional,High School,Single,3,43684.39,32800.73,1812.43,2023-06-13,02:57:54,153.79,M004,Purchase,Hobart,Mobile,-31.840233,145.612793,pamela62@gmail.com,False,92,1,AUD,GBP,2023-06-13 02:57:54,AUD
10276,4299,26,Male,Unemployed,Bachelor,Single,2,52193.72,23516.06,3288.59,2023-01-21,13:44:43,547.55,M003,Withdrawal,Hobart,Desktop,-37.0201,144.9646,ofuller@tempmail.com,True,116,1,AUD,GBP,2023-01-21 13:44:43,AUD
164,4596,37,Male,Professional,Bachelor,Single,2,73074.92,50016.6,700.75,2023-10-25,04:54:04,73.3,M007,Transfer,Hobart,Mobile,-31.840233,145.612793,zyang@gmail.com,False,39,1,AUD,GBP,2023-10-25 04:54:04,AUD
17535,302,38,Female,Professional,Bachelor,Married,4,105711.4,200000.41,7464.76,2023-10-05,07:58:55,121.06,M007,Purchase,Melbourne,Mobile,-20.917574,142.702789,leslie90@securemail.com,False,34,0,AED,AUD,2023-10-05 07:58:55,AED
7865,2846,30,Female,Professional,Master,Married,1,63779.5,39462.18,2052.52,2023-12-22,15:23:18,322.21,M002,Purchase,Perth,Mobile,-20.917574,142.702789,barnettmatthew@outlook.com,False,93,0,AUD,GBP,2023-12-22 15:23:18,AUD
6851,4253,40,Male,Unemployed,High School,Married,2,37298.48,29832.51,341.13,2023-10-11,04:12:26,592.72,M006,Transfer,Perth,Mobile,-37.0201,144.9646,rlang@tempmail.com,False,59,1,AUD,GBP,2023-10-11 04:12:26,AUD
1847,4606,32,Male,Student,PhD,Single,0,35699.41,15549.96,932.12,2023-08-13,05:05:21,82.29,M004,Purchase,Adelaide,Desktop,-30.000233,136.209152,christopherbush@gmail.com,False,38,1,AUD,GBP,2023-08-13 05:05:21,AUD
16213,4548,46,Male,Professional,High School,Single,0,49397.11,75541.4,12595.96,2023-12-22,11:33:56,229.18,M008,Purchase,Hobart,Tablet,-31.840233,145.612793,amy07@gmail.com,False,29,0,AED,AUD,2023-12-22 11:33:56,AED
8779,1063,38,Male,Student,Master,Married,2,48759.1,29060.22,1573.12,2023-05-07,02:32:52,209.36,M006,Withdrawal,Hobart,Mobile,-20.917574,142.702789,whitney76@gmail.com,False,102,1,AUD,GBP,2023-05-07 02:32:52,AUD
17215,4006,25,Male,Retired,Bachelor,Married,2,5229.82,4105.29,250.31,2023-12-27,03:18:12,133.06,M005,Purchase,Hobart,Mobile,-25.042261,117.793221,carrillokelly@gmail.com,False,3,1,AED,AUD,2023-12-27 03:18:12,AED
3491,512,41,Male,Professional,High School,Married,4,123474.14,95608.61,6027.6,2023-09-19,19:56:52,24.36,M001,Purchase,Perth,Mobile,-31.840233,145.612793,davidparrish@outlook.com,False,96,0,AUD,GBP,2023-09-19 19:56:52,AUD
3151,960,35,Female,Professional,High School,Married,4,136278.7,48070.29,4644.23,2023-11-17,23:59:59,167.56,M006,Purchase,Melbourne,Mobile,-20.917574,142.702789,maryhall@gmail.com,False,21,0,AUD,GBP,2023-11-17 23:59:59,AUD
6617,4952,53,Female,Retired,Master,Single,1,42466.58,18134.25,1465.97,2023-06-11,15:46:01,179.47,M002,Purchase,Sydney,Desktop,-31.840233,145.612793,louis40@yahoo.com,False,69,0,AUD,GBP,2023-06-11 15:46:01,AUD
12163,1956,18,Male,Professional,PhD,Married,0,79371.21,27967.65,2478.68,2023-09-29,04:28:27,503.78,M006,Withdrawal,Hobart,Mobile,-20.917574,142.702789,tbird@disposable.com,True,66,1,AUD,GBP,2023-09-29 04:28:27,AUD
9266,4565,50,Female,Professional,Bachelor,Divorced,0,96849.44,32631.78,8326.88,2023-12-10,04:36:22,231.36,M002,Transfer,Brisbane,Mobile,-20.917574,142.702789,perryelizabeth@yahoo.com,False,109,1,AUD,GBP,2023-12-10 04:36:22,AUD
9118,1476,21,Male,Professional,High School,Married,4,95798.24,63392.41,4508.98,2023-09-20,13:41:59,516.68,M001,Withdrawal,Hobart,Mobile,-37.0201,144.9646,jessica48@gmail.com,False,51,1,AUD,GBP,2023-09-20 13:41:59,AUD
3815,4930,39,Male,Student,Bachelor,Single,0,45827.43,34198.05,599.32,2023-12-03,03:19:07,350.44,M007,Transfer,Hobart,Desktop,-37.0201,144.9646,brentlawson@gmail.com,True,109,1,AUD,GBP,2023-12-03 03:19:07,AUD
9089,4667,47,Male,Professional,Bachelor,Married,3,66407.18,51919.17,366.83,2023-11-19,09:50:18,87.83,M002,Purchase,Brisbane,Mobile,-31.840233,145.612793,mthompson@gmail.com,False,95,0,AUD,GBP,2023-11-19 09:50:18,AUD
2262,4802,30,Male,Student,PhD,Widowed,2,96167.96,43224.78,525.93,2023-06-26,17:01:13,207.49,M002,Purchase,Brisbane,Mobile,-20.917574,142.702789,blogan@disposable.com,False,1,0,AUD,GBP,2023-06-26 17:01:13,AUD
10438,3740,22,Female,Student,Bachelor,Single,4,36778.49,11460.14,1089.36,2023-11-05,20:08:31,276.99,M007,Purchase,Melbourne,Desktop,-20.917574,142.702789,walkerrobert@yahoo.com,False,106,0,AUD,GBP,2023-11-05 20:08:31,AUD
8624,4692,37,Male,Retired,Bachelor,Widowed,2,91903.06,41810.08,2929.41,2023-07-07,10:00:52,25.57,M002,Withdrawal,Brisbane,Mobile,-19.491411,132.550964,ewalker@outlook.com,True,104,1,AUD,GBP,2023-07-07 10:00:52,AUD
6437,4725,18,Male,Professional,High School,Married,3,86113.95,62362.72,7172.28,2023-09-07,05:03:55,13.78,M005,Purchase,Adelaide,Mobile,-20.917574,142.702789,richard63@outlook.com,True,67,1,AUD,GBP,2023-09-07 05:03:55,AUD
13142,179,18,Male,Retired,High School,Single,0,111655.98,85971.06,1720.29,2023-07-19,21:25:41,10.65,M008,Purchase,Hobart,Mobile,-25.042261,117.793221,johnsonzachary@gmail.com,True,32,0,AUD,GBP,2023-07-19 21:25:41,AUD
5289,2604,66,Male,Student,High School,Widowed,2,47117.83,29600.52,3305.73,2023-11-04,12:00:48,952.19,M002,Purchase,Darwin,Mobile,-31.840233,145.612793,jenniferbaldwin@gmail.com,False,43,0,AUD,GBP,2023-11-04 12:00:48,AUD
8098,2049,45,Female,Student,High School,Married,4,42966.41,25560.61,598.1,2023-10-22,18:04:38,131.83,M006,Payment,Melbourne,Tablet,-25.042261,117.793221,davenportjennifer@outlook.com,True,36,0,AUD,GBP,2023-10-22 18:04:38,AUD
250,2251,40,Male,Professional,Bachelor,Single,0,64967.44,48244.65,277.46,2023-12-04,22:06:19,209.28,M008,Transfer,Sydney,Mobile,-37.0201,144.9646,sarah89@gmail.com,False,65,0,AUD,GBP,2023-12-04 22:06:19,AUD
7334,3295,39,Male,Professional,High School,Married,2,65867.64,20648.62,9205.77,2023-06-09,00:54:22,5.95,M006,Purchase,Adelaide,Mobile,-37.0201,144.9646,gravespatricia@gmail.com,False,105,1,AUD,GBP,2023-06-09 00:54:22,AUD
7795,3737,50,Female,Retired,Bachelor,Single,3,128710.12,101174.22,8575.79,2023-09-12,06:08:33,22.21,M003,Withdrawal,Darwin,Mobile,-20.917574,142.702789,leondarrell@securemail.com,False,94,1,AUD,GBP,2023-09-12 06:08:33,AUD
17057,4283,48,Male,Student,High School,Single,1,80224.3,128329.27,5969.83,2023-10-10,15:58:00,63.25,M005,Withdrawal,Brisbane,Mobile,-31.840233,145.612793,jason14@outlook.com,False,50,1,AED,AUD,2023-10-10 15:58:00,AED
12062,2455,49,Female,Unemployed,Bachelor,Married,4,40686.68,27289.37,794.13,2023-10-10,14:15:13,11.1,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,dianawilliams@gmail.com,True,61,0,AUD,GBP,2023-10-10 14:15:13,AUD
8963,36,30,Male,Retired,High School,Single,4,68025.69,35972.7,501.94,2023-11-19,13:57:28,840.19,M008,Purchase,Hobart,Tablet,-20.917574,142.702789,christianheather@gmail.com,False,11,0,AUD,GBP,2023-11-19 13:57:28,AUD
14466,4945,38,Female,Professional,Bachelor,Single,3,57682.93,35373.17,1259.64,2023-12-09,10:13:30,933.09,M007,Purchase,Perth,Desktop,-31.840233,145.612793,hamiltonlee@disposable.com,False,101,0,AUD,GBP,2023-12-09 10:13:30,AUD
4002,4448,48,Male,Professional,Bachelor,Married,4,32360.75,15112.7,3662.18,2023-10-06,22:38:40,409.82,M001,Purchase,Darwin,Mobile,-37.0201,144.9646,tiffany50@gmail.com,False,108,0,AUD,GBP,2023-10-06 22:38:40,AUD
11930,3829,29,Male,Professional,High School,Married,4,45271.95,20928.58,1958.33,2023-12-29,18:36:45,42.64,M001,Withdrawal,Perth,Mobile,-20.917574,142.702789,bschroeder@yahoo.com,False,71,1,AUD,GBP,2023-12-29 18:36:45,AUD
4753,556,33,Female,Unemployed,Bachelor,Married,1,53342.41,16957.87,1537.7,2023-12-02,11:02:32,70.2,M004,Purchase,Brisbane,Mobile,-37.0201,144.9646,glutz@yahoo.com,False,95,0,AUD,GBP,2023-12-02 11:02:32,AUD
17391,4240,34,Female,Professional,High School,Married,1,32666.18,35787.82,7266.04,2023-09-23,02:09:15,152.98,M003,Withdrawal,Melbourne,Desktop,-37.0201,144.9646,stacy69@yahoo.com,False,103,1,AED,AUD,2023-09-23 02:09:15,AED
13478,4129,40,Male,Student,Master,Married,4,53306.06,38431.7,2437.24,2023-08-27,06:16:39,308.28,M001,Purchase,Perth,Desktop,-20.917574,142.702789,robert12@outlook.com,False,59,0,AUD,GBP,2023-08-27 06:16:39,AUD
3681,1615,36,Female,Professional,High School,Single,1,58728.47,29341.99,2227.46,2023-11-04,17:58:40,50.81,M006,Purchase,Brisbane,Mobile,-37.0201,144.9646,butlergregory@gmail.com,False,15,0,AUD,GBP,2023-11-04 17:58:40,AUD
7448,820,39,Male,Professional,High School,Single,1,69890.46,43720.23,2585.58,2023-05-03,10:15:26,436.64,M005,Withdrawal,Sydney,Desktop,-37.0201,144.9646,zmurray@gmail.com,False,7,1,AUD,GBP,2023-05-03 10:15:26,AUD
15735,1188,30,Male,Student,Bachelor,Married,4,41378.28,57689.07,3901.71,2023-12-28,20:06:59,57.28,M006,Transfer,Adelaide,Mobile,-20.917574,142.702789,tjackson@outlook.com,False,106,0,AED,AUD,2023-12-28 20:06:59,AED
3985,2995,41,Male,Student,Bachelor,Married,3,63057.76,46567.52,2369.26,2023-08-10,11:20:32,51.75,M007,Purchase,Hobart,Desktop,-37.0201,144.9646,tammyreynolds@yahoo.com,True,8,0,AUD,GBP,2023-08-10 11:20:32,AUD
16700,3351,53,Female,Professional,Bachelor,Divorced,2,109948.97,148880.09,15712.13,2023-02-22,15:49:41,593.01,M008,Purchase,Canberra,Mobile,-25.042261,117.793221,cohenarthur@yahoo.com,False,92,0,AED,AUD,2023-02-22 15:49:41,AED
8412,2616,23,Female,Unemployed,Bachelor,Married,0,156761.27,76167.95,7930.37,2023-10-15,00:00:00,378.73,M008,Purchase,Adelaide,Desktop,-37.0201,144.9646,rgarcia@gmail.com,True,21,1,AUD,GBP,2023-10-15 00:00:00,AUD
18194,2610,44,Male,Professional,PhD,Married,1,41468.08,68383.72,241.56,2023-07-22,02:46:09,1467.08,M005,Purchase,Canberra,Desktop,-37.0201,144.9646,ujohnson@gmail.com,False,21,1,AED,AUD,2023-07-22 02:46:09,AED
2446,2453,21,Male,Professional,Master,Divorced,1,61803.59,28921.98,1347.96,2023-02-28,05:48:51,4.74,M008,Withdrawal,Adelaide,Mobile,-20.917574,142.702789,ortiztony@tempmail.com,False,63,1,AUD,GBP,2023-02-28 05:48:51,AUD
10934,769,39,Female,Professional,High School,Divorced,3,62444.46,48242.26,5182.76,2023-07-30,16:18:29,1021.64,M003,Purchase,Adelaide,Mobile,-31.840233,145.612793,jnelson@disposable.com,False,116,0,AUD,GBP,2023-07-30 16:18:29,AUD
6520,1489,26,Male,Professional,Bachelor,Married,4,46572.13,20916.35,2809.52,2023-12-13,19:14:49,171.69,M008,Transfer,Hobart,Tablet,-31.840233,145.612793,bsmith@outlook.com,False,90,0,AUD,GBP,2023-12-13 19:14:49,AUD
15753,2749,38,Male,Professional,High School,Married,0,63626.41,59884.75,7481.76,2023-12-16,11:20:02,1554.56,M001,Withdrawal,Canberra,Desktop,-37.0201,144.9646,jacob63@yahoo.com,False,108,1,AED,AUD,2023-12-16 11:20:02,AED
3172,3080,42,Male,Professional,Bachelor,Married,2,54715.63,25650.53,136.71,2023-12-19,15:14:02,55.43,M008,Purchase,Canberra,Tablet,-20.917574,142.702789,jenniferparker@yahoo.com,False,78,0,AUD,GBP,2023-12-19 15:14:02,AUD
1223,2556,36,Male,Professional,Bachelor,Married,2,144557.87,44905.24,2335.75,2023-08-25,08:35:43,5.5,M008,Transfer,Brisbane,Mobile,-37.0201,144.9646,allencynthia@gmail.com,True,108,0,AUD,GBP,2023-08-25 08:35:43,AUD
9257,1654,44,Male,Retired,High School,Single,2,71026.21,54717.58,3786.27,2023-12-13,11:11:01,222.94,M008,Withdrawal,Perth,Mobile,-20.917574,142.702789,juliegarcia@gmail.com,False,58,1,AUD,GBP,2023-12-13 11:11:01,AUD
11266,3815,45,Male,Professional,Bachelor,Widowed,2,48456.06,32761.04,2150.39,2023-04-22,18:11:37,584.68,M004,Purchase,Brisbane,Mobile,-25.042261,117.793221,hhansen@outlook.com,False,79,0,AUD,GBP,2023-04-22 18:11:37,AUD
1388,1355,26,Male,Student,High School,Single,4,50832.27,15894.69,553.48,2023-10-08,13:34:09,57.07,M006,Purchase,Darwin,Mobile,-20.917574,142.702789,mcmillankendra@gmail.com,True,100,0,AUD,GBP,2023-10-08 13:34:09,AUD
16565,4355,55,Female,Student,Master,Single,3,59506.85,105512.48,1494.72,2023-08-17,11:46:55,284.2,M006,Withdrawal,Adelaide,Desktop,-20.917574,142.702789,michaelaholmes@tempmail.com,False,2,1,AED,AUD,2023-08-17 11:46:55,AED
17124,1385,32,Male,Student,Bachelor,Single,1,79064.68,136868.78,7372.2,2023-08-13,02:41:55,384.46,M004,Transfer,Adelaide,Mobile,-30.000233,136.209152,steven46@securemail.com,True,49,1,AED,AUD,2023-08-13 02:41:55,AED
10721,3794,18,Male,Professional,High School,Divorced,1,62474.73,48110.34,1324.05,2023-03-24,03:01:39,734.7,M003,Purchase,Canberra,Desktop,-25.042261,117.793221,leadam@gmail.com,True,31,1,AUD,GBP,2023-03-24 03:01:39,AUD
8388,676,29,Female,Student,Master,Married,3,110739.74,35904.68,11495.93,2023-07-05,06:52:51,134.31,M006,Transfer,Darwin,Mobile,-25.042261,117.793221,haleyhays@yahoo.com,False,58,0,AUD,GBP,2023-07-05 06:52:51,AUD
4379,1827,30,Male,Student,Bachelor,Single,0,56692.4,30377.31,1018.99,2023-04-25,12:26:14,57.6,M008,Purchase,Perth,Mobile,-20.917574,142.702789,phernandez@disposable.com,False,49,0,AUD,GBP,2023-04-25 12:26:14,AUD
14725,3429,36,Female,Student,Bachelor,Divorced,1,74951.29,134723.27,8263.2,2023-07-25,15:37:15,712.98,M002,Purchase,Canberra,Mobile,-37.0201,144.9646,kmann@securemail.com,False,103,0,AED,AUD,2023-07-25 15:37:15,AED
15124,597,24,Female,Unemployed,Master,Married,0,39486.91,51459.31,761.31,2023-11-19,16:50:34,3517.77,M002,Payment,Brisbane,Desktop,-37.0201,144.9646,patrick26@gmail.com,False,27,0,AED,AUD,2023-11-19 16:50:34,AED
17036,384,46,Male,Professional,High School,Married,0,98943.82,180489.17,2270.85,2023-05-01,02:35:19,5175.86,M005,Transfer,Darwin,Desktop,-20.917574,142.702789,jameslawson@gmail.com,False,37,1,AED,AUD,2023-05-01 02:35:19,AED
6964,519,28,Female,Professional,High School,Married,2,72099.51,30466.91,2002.19,2023-08-05,03:29:02,35.61,M001,Transfer,Darwin,Mobile,-37.0201,144.9646,cheyenne46@yahoo.com,False,6,1,AUD,GBP,2023-08-05 03:29:02,AUD
4711,3569,31,Male,Student,High School,Married,0,51409.99,22740.87,1643.59,2023-12-22,03:50:13,1208.65,M002,Purchase,Perth,Desktop,-37.0201,144.9646,meghan85@securemail.com,False,79,1,AUD,GBP,2023-12-22 03:50:13,AUD
15416,3766,28,Male,Professional,Master,Single,1,63357.72,116385.74,4505.86,2023-02-11,22:14:24,108.8,M008,Payment,Perth,Desktop,-37.0201,144.9646,dustinmartinez@gmail.com,True,33,0,AED,AUD,2023-02-11 22:14:24,AED
2682,1322,34,Female,Student,High School,Married,2,31077.17,22652.16,1870.12,2023-11-18,23:59:59,458.81,M005,Purchase,Perth,Desktop,-37.0201,144.9646,crawfordneil@outlook.com,False,45,0,AUD,GBP,2023-11-18 23:59:59,AUD
2508,2415,29,Male,Professional,High School,Married,2,108202.3,53899.46,16071.02,2023-03-15,23:43:07,51.37,M002,Purchase,Melbourne,Mobile,-20.917574,142.702789,meredith91@gmail.com,False,78,0,AUD,GBP,2023-03-15 23:43:07,AUD
4314,1699,43,Male,Unemployed,High School,Single,1,80362.62,39912.51,2829.98,2023-08-27,10:12:09,49.26,M004,Purchase,Canberra,Desktop,-35.473469,149.012375,scott93@yahoo.com,True,28,0,AUD,GBP,2023-08-27 10:12:09,AUD
5972,3299,34,Female,Unemployed,Bachelor,Divorced,3,72663.06,30216.65,1834.14,2023-05-02,14:14:59,226.79,M001,Purchase,Hobart,Desktop,-37.0201,144.9646,walkervictoria@yahoo.com,False,47,0,AUD,GBP,2023-05-02 14:14:59,AUD
12151,4517,26,Female,Professional,Bachelor,Married,0,70641.87,25521.32,5055.67,2023-04-23,22:34:03,839.06,M005,Transfer,Darwin,Mobile,57.85158,61.69627,hinesalexandria@outlook.com,False,56,0,AUD,GBP,2023-04-23 22:34:03,AUD
16947,1868,66,Male,Student,Bachelor,Married,3,79555.86,141664.89,4569.34,2023-09-25,11:46:49,531.91,M006,Payment,Perth,Mobile,-37.0201,144.9646,qrobinson@securemail.com,False,106,0,AED,AUD,2023-09-25 11:46:49,AED
1876,1767,32,Male,Professional,High School,Married,2,41520.22,21230.22,1291.61,2023-03-07,05:44:39,525.05,M003,Transfer,Sydney,Desktop,-31.840233,145.612793,ncampbell@tempmail.com,True,46,1,AUD,GBP,2023-03-07 05:44:39,AUD
16647,195,32,Male,Student,High School,Married,4,150637.88,161636.81,14276.35,2023-03-05,05:45:04,142.29,M003,Transfer,Perth,Mobile,-25.042261,117.793221,johnny20@outlook.com,False,53,1,AED,AUD,2023-03-05 05:45:04,AED
5481,2786,30,Female,Professional,Master,Married,3,137375.89,105750.85,4896.55,2023-06-28,17:45:01,177.35,M001,Payment,Darwin,Mobile,-20.917574,142.702789,ymiller@tempmail.com,False,107,0,AUD,GBP,2023-06-28 17:45:01,AUD
5288,3301,46,Female,Student,High School,Married,0,42136.54,14417.76,3825.09,2023-10-03,12:55:25,145.65,M006,Withdrawal,Hobart,Mobile,-31.840233,145.612793,samanthabrown@gmail.com,False,80,1,AUD,GBP,2023-10-03 12:55:25,AUD
8520,3912,39,Female,Student,Bachelor,Single,1,62876.19,32964.22,4046.15,2023-03-20,08:38:07,339.66,M005,Payment,Hobart,Tablet,-31.840233,145.612793,johnsonmelissa@gmail.com,False,119,0,AUD,GBP,2023-03-20 08:38:07,AUD
